scan_id,prn,system_char,channel,cn0_dBHz,selected_doppler_hz,selected_bin,bin_index,doppler_hz,power
44,8,69,26,56.6511,-370,7,0,-587,3.21742e+11
44,8,69,26,56.6511,-370,7,1,-556,9.39438e+11
44,8,69,26,56.6511,-370,7,2,-525,1.46583e+12
44,8,69,26,56.6511,-370,7,3,-494,2.37829e+12
44,8,69,26,56.6511,-370,7,4,-463,3.47766e+12
44,8,69,26,56.6511,-370,7,5,-432,3.79362e+12
44,8,69,26,56.6511,-370,7,6,-401,3.69005e+12
44,8,69,26,56.6511,-370,7,7,-370,4.06937e+12
44,8,69,26,56.6511,-370,7,8,-339,3.40011e+12
45,3,69,24,46.6945,-2431,5,0,-2586,1.12105e+11
45,3,69,24,46.6945,-2431,5,1,-2555,2.61061e+11
45,3,69,24,46.6945,-2431,5,2,-2524,3.49e+11
45,3,69,24,46.6945,-2431,5,3,-2493,3.93706e+11
45,3,69,24,46.6945,-2431,5,4,-2462,7.33867e+11
45,3,69,24,46.6945,-2431,5,5,-2431,8.86517e+11
45,3,69,24,46.6945,-2431,5,6,-2400,7.20726e+11
45,3,69,24,46.6945,-2431,5,7,-2369,7.19798e+11
45,3,69,24,46.6945,-2431,5,8,-2338,7.29505e+11
50,13,69,20,48.0407,-1163,7,0,-1380,3.65389e+11
50,13,69,20,48.0407,-1163,7,1,-1349,1.03527e+12
50,13,69,20,48.0407,-1163,7,2,-1318,1.59462e+12
50,13,69,20,48.0407,-1163,7,3,-1287,2.60145e+12
50,13,69,20,48.0407,-1163,7,4,-1256,3.472e+12
50,13,69,20,48.0407,-1163,7,5,-1225,3.62447e+12
50,13,69,20,48.0407,-1163,7,6,-1194,3.92081e+12
50,13,69,20,48.0407,-1163,7,7,-1163,3.93983e+12
50,13,69,20,48.0407,-1163,7,8,-1132,2.98742e+12
52,26,69,22,44.0444,1714,7,0,1497,1.87198e+11
52,26,69,22,44.0444,1714,7,1,1528,4.458e+11
52,26,69,22,44.0444,1714,7,2,1559,7.97642e+11
52,26,69,22,44.0444,1714,7,3,1590,1.29324e+12
52,26,69,22,44.0444,1714,7,4,1621,1.51731e+12
52,26,69,22,44.0444,1714,7,5,1652,2.03925e+12
52,26,69,22,44.0444,1714,7,6,1683,1.78125e+12
52,26,69,22,44.0444,1714,7,7,1714,2.2405e+12
52,26,69,22,44.0444,1714,7,8,1745,1.74464e+12
55,15,69,21,44.9194,-3203,5,0,-3358,1.00876e+11
55,15,69,21,44.9194,-3203,5,1,-3327,1.97036e+11
55,15,69,21,44.9194,-3203,5,2,-3296,4.0311e+11
55,15,69,21,44.9194,-3203,5,3,-3265,7.59651e+11
55,15,69,21,44.9194,-3203,5,4,-3234,6.98965e+11
55,15,69,21,44.9194,-3203,5,5,-3203,9.35439e+11
55,15,69,21,44.9194,-3203,5,6,-3172,8.29472e+11
55,15,69,21,44.9194,-3203,5,7,-3141,7.92813e+11
55,15,69,21,44.9194,-3203,5,8,-3110,7.70205e+11
56,32,69,23,48.2827,-1562,2,0,-1624,2.67871e+12
56,32,69,23,48.2827,-1562,2,1,-1593,3.41991e+12
56,32,69,23,48.2827,-1562,2,2,-1562,3.61625e+12
56,32,69,23,48.2827,-1562,2,3,-1531,3.28547e+12
56,32,69,23,48.2827,-1562,2,4,-1500,2.77699e+12
56,32,69,23,48.2827,-1562,2,5,-1469,1.9473e+12
56,32,69,23,48.2827,-1562,2,6,-1438,1.41134e+12
56,32,69,23,48.2827,-1562,2,7,-1407,7.9835e+11
56,32,69,23,48.2827,-1562,2,8,-1376,3.57831e+11
57,8,69,26,47.7104,-447,2,0,-509,2.78689e+12
57,8,69,26,47.7104,-447,2,1,-478,3.68349e+12
57,8,69,26,47.7104,-447,2,2,-447,3.7934e+12
57,8,69,26,47.7104,-447,2,3,-416,3.55056e+12
57,8,69,26,47.7104,-447,2,4,-385,3.01978e+12
57,8,69,26,47.7104,-447,2,5,-354,2.15146e+12
57,8,69,26,47.7104,-447,2,6,-323,1.36543e+12
57,8,69,26,47.7104,-447,2,7,-292,9.14408e+11
57,8,69,26,47.7104,-447,2,8,-261,3.38487e+11
58,7,69,25,41.5744,1895,2,0,1833,1.55833e+12
58,7,69,25,41.5744,1895,2,1,1864,1.90588e+12
58,7,69,25,41.5744,1895,2,2,1895,2.39212e+12
58,7,69,25,41.5744,1895,2,3,1926,2.05778e+12
58,7,69,25,41.5744,1895,2,4,1957,2.04174e+12
58,7,69,25,41.5744,1895,2,5,1988,1.11564e+12
58,7,69,25,41.5744,1895,2,6,2019,8.78236e+11
58,7,69,25,41.5744,1895,2,7,2050,4.02191e+11
58,7,69,25,41.5744,1895,2,8,2081,1.82851e+11
59,3,69,24,43.8559,-2380,3,0,-2473,6.12672e+11
59,3,69,24,43.8559,-2380,3,1,-2442,7.19399e+11
59,3,69,24,43.8559,-2380,3,2,-2411,7.41217e+11
59,3,69,24,43.8559,-2380,3,3,-2380,7.5034e+11
59,3,69,24,43.8559,-2380,3,4,-2349,6.86354e+11
59,3,69,24,43.8559,-2380,3,5,-2318,5.38901e+11
59,3,69,24,43.8559,-2380,3,6,-2287,3.29172e+11
59,3,69,24,43.8559,-2380,3,7,-2256,2.0998e+11
59,3,69,24,43.8559,-2380,3,8,-2225,9.83806e+10
64,13,69,20,48.9301,-1227,6,0,-1413,5.65502e+11
64,13,69,20,48.9301,-1227,6,1,-1382,7.99455e+11
64,13,69,20,48.9301,-1227,6,2,-1351,1.43366e+12
64,13,69,20,48.9301,-1227,6,3,-1320,2.41685e+12
64,13,69,20,48.9301,-1227,6,4,-1289,2.69676e+12
64,13,69,20,48.9301,-1227,6,5,-1258,3.38516e+12
64,13,69,20,48.9301,-1227,6,6,-1227,3.38565e+12
64,13,69,20,48.9301,-1227,6,7,-1196,3.26725e+12
64,13,69,20,48.9301,-1227,6,8,-1165,2.99531e+12
67,26,69,22,48.0961,1657,2,0,1595,1.70688e+12
67,26,69,22,48.0961,1657,2,1,1626,1.775e+12
67,26,69,22,48.0961,1657,2,2,1657,1.8568e+12
67,26,69,22,48.0961,1657,2,3,1688,1.77155e+12
67,26,69,22,48.0961,1657,2,4,1719,1.52652e+12
67,26,69,22,48.0961,1657,2,5,1750,1.17933e+12
67,26,69,22,48.0961,1657,2,6,1781,6.59634e+11
67,26,69,22,48.0961,1657,2,7,1812,4.13304e+11
67,26,69,22,48.0961,1657,2,8,1843,1.21066e+11
69,32,69,23,48.853,-1608,1,0,-1639,2.91724e+12
69,32,69,23,48.853,-1608,1,1,-1608,3.77306e+12
69,32,69,23,48.853,-1608,1,2,-1577,3.29842e+12
69,32,69,23,48.853,-1608,1,3,-1546,3.24951e+12
69,32,69,23,48.853,-1608,1,4,-1515,2.56732e+12
69,32,69,23,48.853,-1608,1,5,-1484,2.07063e+12
69,32,69,23,48.853,-1608,1,6,-1453,1.44002e+12
69,32,69,23,48.853,-1608,1,7,-1422,7.47428e+11
69,32,69,23,48.853,-1608,1,8,-1391,3.4536e+11
70,15,69,21,44.5977,-3212,1,0,-3243,7.00558e+11
70,15,69,21,44.5977,-3212,1,1,-3212,9.51392e+11
70,15,69,21,44.5977,-3212,1,2,-3181,8.15581e+11
70,15,69,21,44.5977,-3212,1,3,-3150,8.64681e+11
70,15,69,21,44.5977,-3212,1,4,-3119,7.24661e+11
70,15,69,21,44.5977,-3212,1,5,-3088,5.84585e+11
70,15,69,21,44.5977,-3212,1,6,-3057,4.30089e+11
70,15,69,21,44.5977,-3212,1,7,-3026,2.33486e+11
70,15,69,21,44.5977,-3212,1,8,-2995,6.15204e+10
71,8,69,26,51.9009,-467,2,0,-529,2.95653e+12
71,8,69,26,51.9009,-467,2,1,-498,2.94281e+12
71,8,69,26,51.9009,-467,2,2,-467,3.55798e+12
71,8,69,26,51.9009,-467,2,3,-436,2.83974e+12
71,8,69,26,51.9009,-467,2,4,-405,2.74617e+12
71,8,69,26,51.9009,-467,2,5,-374,1.92926e+12
71,8,69,26,51.9009,-467,2,6,-343,1.38609e+12
71,8,69,26,51.9009,-467,2,7,-312,6.54948e+11
71,8,69,26,51.9009,-467,2,8,-281,3.00592e+11
72,7,69,25,43.7455,1815,8,0,1567,5.47883e+10
72,7,69,25,43.7455,1815,8,1,1598,5.27446e+10
72,7,69,25,43.7455,1815,8,2,1629,1.71529e+10
72,7,69,25,43.7455,1815,8,3,1660,4.24318e+10
72,7,69,25,43.7455,1815,8,4,1691,1.94838e+11
72,7,69,25,43.7455,1815,8,5,1722,5.61844e+11
72,7,69,25,43.7455,1815,8,6,1753,8.32811e+11
72,7,69,25,43.7455,1815,8,7,1784,1.28017e+12
72,7,69,25,43.7455,1815,8,8,1815,1.47197e+12
73,3,69,24,38.3505,-2415,2,0,-2477,5.73585e+11
73,3,69,24,38.3505,-2415,2,1,-2446,5.8569e+11
73,3,69,24,38.3505,-2415,2,2,-2415,7.05925e+11
73,3,69,24,38.3505,-2415,2,3,-2384,5.24888e+11
73,3,69,24,38.3505,-2415,2,4,-2353,5.10757e+11
73,3,69,24,38.3505,-2415,2,5,-2322,3.16803e+11
73,3,69,24,38.3505,-2415,2,6,-2291,2.6227e+11
73,3,69,24,38.3505,-2415,2,7,-2260,1.54287e+11
73,3,69,24,38.3505,-2415,2,8,-2229,5.29528e+10
81,13,69,20,48.735,-1296,1,0,-1327,3.12849e+12
81,13,69,20,48.735,-1296,1,1,-1296,3.87051e+12
81,13,69,20,48.735,-1296,1,2,-1265,3.67258e+12
81,13,69,20,48.735,-1296,1,3,-1234,3.19234e+12
81,13,69,20,48.735,-1296,1,4,-1203,3.18878e+12
81,13,69,20,48.735,-1296,1,5,-1172,2.10057e+12
81,13,69,20,48.735,-1296,1,6,-1141,1.52748e+12
81,13,69,20,48.735,-1296,1,7,-1110,8.01785e+11
81,13,69,20,48.735,-1296,1,8,-1079,2.83896e+11
82,26,69,22,49.138,1623,6,0,1437,2.32666e+11
82,26,69,22,49.138,1623,6,1,1468,6.40006e+11
82,26,69,22,49.138,1623,6,2,1499,8.19929e+11
82,26,69,22,49.138,1623,6,3,1530,1.40861e+12
82,26,69,22,49.138,1623,6,4,1561,1.88668e+12
82,26,69,22,49.138,1623,6,5,1592,1.88621e+12
82,26,69,22,49.138,1623,6,6,1623,2.12072e+12
82,26,69,22,49.138,1623,6,7,1654,2.06126e+12
82,26,69,22,49.138,1623,6,8,1685,1.65629e+12
83,32,69,23,45.4935,-1594,2,0,-1656,2.23713e+12
83,32,69,23,45.4935,-1594,2,1,-1625,2.48878e+12
83,32,69,23,45.4935,-1594,2,2,-1594,2.79326e+12
83,32,69,23,45.4935,-1594,2,3,-1563,2.68423e+12
83,32,69,23,45.4935,-1594,2,4,-1532,2.17641e+12
83,32,69,23,45.4935,-1594,2,5,-1501,1.60292e+12
83,32,69,23,45.4935,-1594,2,6,-1470,1.0996e+12
83,32,69,23,45.4935,-1594,2,7,-1439,5.82059e+11
83,32,69,23,45.4935,-1594,2,8,-1408,2.57435e+11
84,15,69,21,45.094,-3192,2,0,-3254,7.31653e+11
84,15,69,21,45.094,-3192,2,1,-3223,8.22839e+11
84,15,69,21,45.094,-3192,2,2,-3192,9.38686e+11
84,15,69,21,45.094,-3192,2,3,-3161,9.24413e+11
84,15,69,21,45.094,-3192,2,4,-3130,7.43666e+11
84,15,69,21,45.094,-3192,2,5,-3099,5.24703e+11
84,15,69,21,45.094,-3192,2,6,-3068,3.98793e+11
84,15,69,21,45.094,-3192,2,7,-3037,1.66496e+11
84,15,69,21,45.094,-3192,2,8,-3006,9.95684e+10
85,8,69,26,50.3527,-523,5,0,-678,2.81554e+11
85,8,69,26,50.3527,-523,5,1,-647,8.9008e+11
85,8,69,26,50.3527,-523,5,2,-616,1.36276e+12
85,8,69,26,50.3527,-523,5,3,-585,1.98451e+12
85,8,69,26,50.3527,-523,5,4,-554,2.56483e+12
85,8,69,26,50.3527,-523,5,5,-523,3.20063e+12
85,8,69,26,50.3527,-523,5,6,-492,3.15674e+12
85,8,69,26,50.3527,-523,5,7,-461,3.08817e+12
85,8,69,26,50.3527,-523,5,8,-430,2.52634e+12
86,3,69,24,42.9593,-2422,6,0,-2608,1.24743e+11
86,3,69,24,42.9593,-2422,6,1,-2577,1.6924e+11
86,3,69,24,42.9593,-2422,6,2,-2546,3.2478e+11
86,3,69,24,42.9593,-2422,6,3,-2515,5.8358e+11
86,3,69,24,42.9593,-2422,6,4,-2484,6.61997e+11
86,3,69,24,42.9593,-2422,6,5,-2453,7.54824e+11
86,3,69,24,42.9593,-2422,6,6,-2422,8.23423e+11
86,3,69,24,42.9593,-2422,6,7,-2391,7.08979e+11
86,3,69,24,42.9593,-2422,6,8,-2360,7.05818e+11
87,7,69,25,39.8404,1874,6,0,1688,2.61707e+11
87,7,69,25,39.8404,1874,6,1,1719,7.54694e+11
87,7,69,25,39.8404,1874,6,2,1750,1.08796e+12
87,7,69,25,39.8404,1874,6,3,1781,1.44533e+12
87,7,69,25,39.8404,1874,6,4,1812,2.03072e+12
87,7,69,25,39.8404,1874,6,5,1843,2.01991e+12
87,7,69,25,39.8404,1874,6,6,1874,2.22411e+12
87,7,69,25,39.8404,1874,6,7,1905,1.95808e+12
87,7,69,25,39.8404,1874,6,8,1936,1.60218e+12
