scan_id,prn,system_char,channel,secondary_code_length,call_index,corr_value
0,5,69,4,25,2561,-7
0,5,69,4,25,2562,9
0,5,69,4,25,2563,5
0,5,69,4,25,2564,-3
0,5,69,4,25,2565,-3
0,5,69,4,25,2566,-3
0,5,69,4,25,2567,-5
0,5,69,4,25,2568,1
0,5,69,4,25,2569,-1
0,5,69,4,25,2570,5
0,5,69,4,25,2571,-5
0,5,69,4,25,2572,7
0,5,69,4,25,2573,1
0,5,69,4,25,2574,7
0,5,69,4,25,2575,11
0,5,69,4,25,2576,-3
0,5,69,4,25,2577,-3
0,5,69,4,25,2578,3
0,5,69,4,25,2579,1
0,5,69,4,25,2580,1
0,5,69,4,25,2581,1
0,5,69,4,25,2582,-1
0,5,69,4,25,2583,-5
0,5,69,4,25,2584,7
0,5,69,4,25,2585,1
0,5,69,4,25,2586,-7
0,5,69,4,25,2587,9
0,5,69,4,25,2588,5
0,5,69,4,25,2589,-3
0,5,69,4,25,2590,-3
0,5,69,4,25,2591,-3
0,5,69,4,25,2592,-5
0,5,69,4,25,2593,1
